index,id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
548,893227,A screening methodology for crowdsourcing video QoE evaluation,empty,empty,empty,empty,0,0,1/14/01,empty,"{""E. Anegekuh L. Sun L. Ifeachor""}"
549,525874,Potential for inter-observer and intra-observer variability in x-ray review to establish stone-free rates after lithotripsy.,eng,empty,0,empty,147,3,3/1/92,559-62,"{""D Caron""""S J Witchell""""M A Jewett""""E L St Louis""""R R Gray""""C Bombardier""""S Kumra""""K E Psihramis""""M R Ryan""}"
550,26475,Situating universal design architecture: designing with whom?,ENG,Disability and rehabilitation,Disabil Rehabil,1464-5165,-1,-1,7/28/14,6-Jan,"{""Paul Jones""}"
551,476191,Endovascular Treatment of Ruptured Large or Wide-Neck Basilar Tip Aneurysms Associated with Moyamoya Disease Using the Stent-Assisted Coil Technique.,ENG,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,1532-8511,0,-1,7/24/15,0,"{""Yibin Fang""""Pengfei Yang""""Jianmin Liu""""Yi Xu""""Qinghai Huang""""Wenyuan Zhao""""Dongwei Dai""""Yan Chen""}"
552,719389,Subjective states: A more robust model,eng,empty,Obesity (Silver Spring),empty,67,2,0,408-427,"{""K. Seo""""L. G. Epstein""}"
553,467318,The fundamental role of bone morphogenetic protein 15 in ovarian function and its      involvement in female fertility disorders.,empty,empty,empty,empty,0,0,empty,0,{NULL}
554,268361,Giant-cell tumour of the knee: the condition of the cartilage after treatment by curettage and cementing,eng,J Bone Joint Surg Br,The Journal of bone and joint surgery. British volume,0301-620X (Print) 0301-620x,89,3,1/7/01,361-5,"{""K. Jonsson""""A. Rydholm""""I. Kristiansson""""D. Heinegard""""F. V. von Steyern""""P. Mannfolk""}"
555,664795,Diagnostic accuracy of endoscopic ultrasound-guided fine-needle aspiration for solid pancreatic lesion: a systematic review.,eng,Journal of cancer research and clinical oncology,J. Cancer Res. Clin. Oncol.,1432-1335,138,9,1/12/09,1433-41,"{""Hangcheng Zhou""""Renbao Yang""""Jiong Chen""""Yunlian Xia""""Yin Lu""}"
556,102180,Safety tolerability and sustained weight loss over 2 years with the once-daily human GLP-1 analog liraglutide.,0,International journal of obesity (2005),Int J Obes (Lond),1476-5497,36,6,1/12/06,843-54,"{""R Carraro""""M F Rasmussen""""L Niskanen""""A Harper""""N Finer""""S R_ssner""""M Kunesova""""L Van Gaal""""M E J Lean""""A Astrup""""A Rissanen""""M J Savolainen""""[Collective Name] NN8022-1807 Investigators""}"
557,258486,Web-based nutrition education intervention improves self-efficacy and self-regulation related to increased dairy intake in college students,English,empty,empty,empty,110,11,1/10/01,1723-7,"{""Kathy W Hosig""""Sharon M Nickols-Richardson""""Kavita H Poddar""""Susan E Duncan""""Eileen S Anderson""}"
558,961081,Three Abstracts on Chinese Research,0,empty,Biol.Blood Marrow Transplant.,empty,63,0,0,25-26,{NULL}
559,52681,Retrograde nailing of humeral shaft fractures,empty,empty,Movement disorders : official journal of the Movement Disorder Society,0,20,350,0,26-39,"{""M. Runkel""""J. Blum""""P. M. Rommens""}"
560,828156,Behavioral and cognitive measurements predict scores on the MAST: a 3-year prospective study.,eng,Alcohol Clin Exp Res,Alcoholism clinical and experimental research,0145-6008,20,7,10/1/96,1173-8,"{""V Hesselbrock""""A W Deckel""}"
561,812757,Development of a SNP genotyping panel and a medical decision support algorithm to predict drug response in schizophrenia,0,Klinik Psikofarmakoloji Bulteni,empty,1017-7833,21,0,1/11/01,S156-S157,"{""Y. A. Son""""G. Ustunkar""""M. A. Doke""""H. A. Dom""""Y. Y. Tuncel""}"
562,713518,ELDERLY AND PHYSICAL ACTIVITY: BENEFITS AND CHALLENGES IN SEARCH FOR LIFE QUALITY.,empty,Journal of Nursing UFPE / Revista de Enfermagem UFPE,REV ENFERMAGEM UFPE,1981-8963,6,11,1/12/11,2761-2769 9p,"{""Gerlane ngela da Costa Moreira""""Denyse Dutra Alencar Vasconcelos""""Amanda Costa de Freitas""""Carla Cristina Braga Maranho""""Danielle Figueiredo Patricio""}"
563,180977,Neighbourhood characteristics and mortality in the Atherosclerosis Risk in Communities Study,eng,empty,Clin Med,0,14,1,1/4/01,398-407,"{""L. N. Borrell""""K. Rose""""B. L. Clark""""D. Catellier""""A. V. D. Roux""}"
564,828214,Transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial.,0,The British journal of psychiatry : the journal of mental science,Br J Psychiatry,1472-1465,196,5,1/10/05,389-95,"{""Philipp Martius""""Anna Buchheim""""Peter Buchheim""""Susanne H_rz""""Michael Rentrop""""Cord Benecke""""Peter Schuster""""Melitta Fischer-Kern""""Stephan Doering""}"
565,176160,The changing residential environments of older people,empty,empty,empty,empty,0,0,1/11/01,207-220,"{""Basta Beard Beard Beel-Bates Bierman Bowling Cagney Calkins Carder Carlsson Chan Clark Clarke Cutchin Cutler Davidoff Diehl Doty Durrett Feldman Foote Freedman Gaugler Gitlin Gitlin Glass Golant Golant Golant Golant Golant Golant Golant Grafova Gross Hunt Alley""""Stephen M. Golant""}"
566,677752,A systematic review of the surgical treatment of large incisional hernia.,0,Hernia : the journal of hernias and abdominal wall surgery,Hernia,1248-9204,19,1,1/15/02,89-101,"{""L Timmermans""""J C Slieker""""J F Lange""""E B Deerenberg""""J Jeekel""""D P Hogerzeil""""P H C Eilers""}"
567,107417,Fast-food habits weight gain and insulin resistance (the CARDIA study): 15-year prospective analysis.,0,Lancet,Lancet,empty,365,9453,1/5/01,36-42,"{""David R Jacobs""""David S Ludwig""""Cara B Ebbeling""""Alex I Kartashov""""Martha L Slattery""""Linda Van Horn""""Mark A Pereira""}"
568,141282,Early prenatal survival in relation to the parental environment in sheep: A review,empty,empty,0,empty,29,2,6/29/98,143-156,"{""E Decuypere""""E Dewil""""D Vanmontfort""""H Michels""}"
569,708911,Changing tides: improving outcomes through mentorship on all levels of nursing,English,empty,Expert Opin Emerg Drugs,empty,33,2,1/10/01,163-176,"{""J. Skees""""T. K. Race""}"
570,621640,Tracking cognitive decline in Alzheimer's disease using the mini-mental state examination: a meta-analysis.,eng,International psychogeriatrics / IPA,Int Psychogeriatr,1041-6102,12,2,6/1/00,231-47,"{""J McCusker""""F Primeau""""M Cole""""L Han""""F Bellavance""}"
571,647583,Pulmonary rehabilitation programs for patients with COPD.,engpor,empty,0,empty,37,4,1/11/07,544-55,"{""Ana Maria Baptista Menezes""""David Alejandro Gonzlez""""Elaine Cardozo Macedo""""Pedro Curi Hallal""""Maria de Ftima Maia""""Marli Knorst""""Samuel Carvalho Dumith""""Jeovany Mart_nez-Mesa""""Ricardo Bica Noal""""Fernando Csar Wehrmeister""""Jos Roberto Jardim""}"
572,361080,The Impact of Nursing Case Management on Women With Diabetes in Pregnancy,English,empty,Rev Lat Am Enfermagem,empty,41,0,0,S131-2,"{""Corinn Taylor""}"
573,283168,[Pharmacotherapy for conduct disorder in children and adolescents],English,empty,0,empty,151,7,1/12/01,421-6 435 434,"{""T. Levy""""Y. Bloch""}"
574,52633,Monteggia lesions in adults. A multicenter Bota study,0,empty,empty,0,19,0,1/1/96,78-83,"{""W. De Groote""""D. Stoffelen""""K. Govaerts""""P. Reynders""""P. L. Broos""""J. Rondia""}"
575,74821,Progesterone receptor PROGINS and +331G/A polymorphisms confer susceptibility to ovarian cancer: a meta-analysis based on 17 studies.,0,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,Tumour Biol.,1423-0380,35,3,1/14/03,2427-36,"{""Xinran Wang""""Chenhuan Ding""""Lilan Chen""""Shu Li""""Ting Liu""""Xia Yin""""You Wang""""Xiangjun Sun""""Wen Di""""He Li""}"
576,373015,Gene analysis of steroid 5 alpha-reductase 1 in hyperandrogenic women,empty,Croatian Medical Journal,Croat.Med.J.,0353-9504,46,4,1/5/01,664-669,"{""B. Heljic""""R. Komel""""I. Eminovic""""F. Gavrankapetanovic""""J. Prezelj""""J. Karamehic""}"
577,529562,Intravenous insulin treatment in acute stroke: a systematic review and meta-analysis of randomized controlled trials.,0,International journal of stroke : official journal of the International Stroke Society,Int J Stroke,1747-4949,9,4,1/14/06,489-93,"{""P Michel""""V Papavasileiou""""G Ntaios""""A Bargiota""""K Makaritsis""}"
578,574242,Hospitalized heart failure patients with preserved vs. reduced     ejection fraction in Dubai United Arab Emirates: a prospective     study,0,European journal of heart failure,Eur. J. Heart Fail.,1879-0844,16,4,1/14/01,454-460,"{""Al Sayed Hussain A""""Saheb Sharif-Askari N""""Sulaiman SA""""Al-Mulla AA""""Tabatabai S""""Saheb Sharif-Askari F""}"
579,966388,Multiple endocrine neoplasia type 1 with multiple leiomyomas linked to a novel mutation in the MEN1 gene,English,Yonsei Medical Journal,Yonsei Med.J.,1976-2437,49,4,1/8/01,655-661,"{""H. Choi""""E. S. Kang""""S. K. Lim""""S. Y. Jeong""""H. C. Lee""""H. J. Kim""""S. Kim""""Y. Rhee""""Y. H. Lee""""J. H. Moon""""K. R. Kim""""C. W. Ahn""""B. S. Cha""""E. J. Lee""}"
580,919014,[Anesthetic gases exposure: findings from a 13 year environmental and biological monitoring in a hospital company].,ita,empty,0,empty,29,3,1/7/07,411-3,"{""M A Sanchez""""S Ritzu""""V Capelli""""P Boccalon""""G Arcangeli""}"
581,494428,Out-of-hospital cardiac arrests occurring in southern Ontario health care clinics: bystander cardiopulmonary resuscitation and automated external defibrillator use.,0,Canadian family physician Medecin de famille canadien,Can Fam Physician,1715-5258,56,6,1/10/06,e213-8,"{""Karen K Lam""""Steven C Brooks""""Laurie J Morrison""}"
582,55809,Diffusion tensor imaging of deep gray matter in children treated for brain malignancies.,0,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,Tumour Biol.,1433-0350,30,4,1/14/04,631-8,"{""Anna Nidecker""""Siamak Ardekani""""E Mark Mahone""""Firouzeh Tannazi""""Jarunee Intrapiromkul""""Moody Wharam""""Larry J Brant""""Alena Horsk""}"
583,368651,A randomized controlled trial of paracetamol versus morphine for the treatment of acute painful crisis of sickle cell disease,pol,empty,J Health Care Poor Underserved,0,20,5,0,S149,"{""R. Rehmani""}"
584,423691,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,0,empty,J Cell Sci,0,8,8,0,2276-83,"{""T. A. Doreleijers""""P. T. Cohen-Kettenis""""A. L. de Vries""""T. D. Steensma""}"
585,435904,A meta-analysis of clinical trials comparing mirtazapine with selective serotonin reuptake inhibitors for the treatment of major depressive disorder.,empty,empty,empty,empty,0,0,empty,0,{NULL}
586,407245,Group physiotherapy provides similar outcomes for participants after joint replacement surgery as 1-to-1 physiotherapy: a sequential cohort study.,eng,Archives Of Physical Medicine And Rehabilitation,Arch Phys Med Rehabil,1532-821X,90,10,1/9/10,1727-33,"{""Corinne L Coulter""""Jennie M Scarvell""""Jeanie M Weber""}"
587,918698,Sevoflurane postconditioning converts persistent ventricular fibrillation into regular rhythm.,eng,European Journal Of Anaesthesiology,Eur J Anaesthesiol,1365-2346,26,9,1/9/09,766-71,"{""Fengjiang Zhang""""Gang Chen""""Min Yan""""Congcong Chen""}"
588,209138,Frontal and sagittal plane analyses of the stair climbing task in healthy adults aged over 40 years: what are the challenges compared to level walking?,empty,empty,0,empty,18,10,1/3/12,950-959,"{""S Nadeau""""F Malouin""""B.J McFadyen""}"
589,862844,DPYD IVS14+1G>A and 2846A>T genotyping for the prediction of severe fluoropyrimidine-related toxicity: A meta-analysis,0,Pharmacogenomics,J Health Care Poor Underserved,1462-2416,14,11,1/13/01,1255-1272,"{""R. Danesi""""S. Terrazzino""""P. L. Canonico""""A. A. Genazzani""""S. Cargnin""""M. Del Re""}"
590,875733,[Methicillin-resistant Staphylococcus aureus forming the fried egg appearance colonies isolated from a patient with septicemia],0,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,0047-1860 (Print)     0047-1860,43,10,1/1/95,1061-5,"{""K. Iijima""""A. Tanimoto""""Y. Kitagaki""""M. Hiura""""H. Fujiwara""""S. Ikawa""}"
591,587683,Support for nutrition from the older Americans act programs: a clarification on its 40th anniversary,0,J Nutr Gerontol Geriatr,Journal of nutrition in gerontology and geriatrics,empty,32,1,1/13/01,Mar-81,"{""J. L. Lloyd""}"
592,927711,Measures of exposure to the Well London Phase-1 intervention and their association with health well-being and social outcomes,empty,empty,0,empty,68,7,0,597-605,"{""C. Bottomley""""K. Lock""""S. Lais""""A. Clow""""G. Yu""""R. Lynch""""A. Renton""""G. Phillips""""M. Petticrew""""A. Draper""""P. Tobi""""E. Schmidt""""R. Hayes""""D. Moore""}"
593,313584,The Effects of Cognitive Coaching and Nonverbal Classroom Management on Teacher Efficacy and Perceptions of School Culture.,English,empty,empty,empty,0,0,1/1/98,53,"{""Jennifer L. Edwards""""Cherie A. Lyons""""Marcia E. Swords""""Mary S. Rogers""""Kathy E. Green""}"
594,161847,Changes in glucose tolerance over time in women with polycystic ovary syndrome: a controlled study,empty,empty,empty,0,90,0,1/5/01,3236-42 ST  - Changes in glucose tolerance over time in women with polycystic ovary syndrome: a controlled study-,"{""A. DA  - Jun DO  - jc.2004-1843 [pii] 10.1210/jc.2004-1843 [doi] DP  - Nlm ET  - 2005/03/31 Dunaif""""A. R. Kunselman""""R. S. Legro""""C. L. Gnatuk""}"
595,543292,Effects of Test Administrator Characteristics on Achievement Test Scores,empty,empty,0,empty,0,0,1/5/04,0,"{""Maria Papapolydorou""""Taslima Rahman""""William D. Schafer""""Lori Parker""}"
596,248064,Distal radius fracture arthroscopic intraarticular displacement measurement after open reduction and internal fixation from a volar approach,eng,J Orthop Sci,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,0949-2658 (Print) 0949-2658,15,4,1/10/01,502-8,"{""T. Katayama""""K. Furuta""""M. Akahane""""H. Ono""""R. Fujitani""}"
597,887041,Age-related driving disorders: screening in hospitals and outpatients settings.,0,Geriatr Gerontol Int,Geriatrics & gerontology international,1447-0594,10,4,1/10/10,288-94,"{""Kevin Patrick""""Jill Rybar""""Linda Hill""""Sara Baird""""Raul Coimbra""""Susanna Concha-Garcia""}"
598,314737,[Effect of a dialysis solution with icodextrin on ultrafiltration and selected metabolic parameters in patients treated with peritoneal dialysis],0,empty,Bioelectromagnetics,empty,141,9,1/2/01,281-5,"{""S. Opatrna""""P. Stehlik""""J. Racek""""Jr. Opatrny K.""""V. Senft""""F. Sefrna""""O. Topolcan""}"
599,709094,Evidence based practice and advanced competencies in a MHS-CLS program,empty,empty,empty,empty,24,4,0,4-47-53,"{""L. Pretlow""""A. Ranne""""B. Kraj""""E. K. Leibach""""B. Russell""}"
600,327157,Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study,empty,empty,0,empty,108,4,1/14/01,584-92,"{""Jutta Beier""""Peter D'Andrea""""Michelle Henley""""Stephanie Korn""""Kai-Michael Beeh""""Donald Banerji""""Dalal Jadayel""}"
601,793206,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.,0,Veterinary clinical pathology / American Society for Veterinary Clinical Pathology,Vet Clin Pathol,1939-165X,44,3,1/15/09,437-41,"{""Fernanda Cesar""""Anne A Wooldridge""""Cinzia Mastrorilli""""Pete W Christopherson""""Kellye Joiner""}"
602,361682,Outcome of patients with severe PH due to lung disease with     and without targeted therapy,empty,empty,Interact Cardiovasc Thorac Surg,0,32,5,0,202-208,"{""Seiler I""""Baron M""""Arzt M""""Pfeifer M""""Lange TJ""}"
603,732256,A comprehensive assessment of maternal deaths in Argentina: translating multicentre collaborative research into action.,empty,Bulletin of the World Health Organization,Bull.WHO,0042-9686,85,8,1/7/08,615-622 8p,"{""Romero M""""Mercer R""""Ramos S""""Karolinski A""}"
604,636937,Human african trypanosomiasis diagnosis in first-line health services of endemic countries a systematic review.,0,empty,PloS one,empty,6,11,0,e1919,"{""Victor Kande""""Epco Hasker""""Veerle Lejon""""Jean-Jacques Muyembe""""Patrick Mitashi""""Marleen Boelaert""""Pascal Lutumba""}"
605,743394,Overlap of food addiction and substance use disorders definitions: analysis of animal and human studies.,0,Neuropharmacology,Neuropharmacology,1873-7064,85,-1,1/14/10,81-90,"{""Antoine Hone-Blanchet""""Shirley Fecteau""}"
606,592201,Efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience,0,empty,empty,0,28,2,1/1/99,131-4,"{""E. M. Quigley""""J. K. DiBaise""}"
607,914007,Bound for success: a systematic review of constraint-induced movement therapy in children with cerebral palsy supports improved arm and hand use (Structured abstract),0,Physical therapy,Phys Ther,0031-9023,89,11,1/9/01,1126-1141,"{""H. H. Huang""""J. Hale""""L. Fetters""""A. McBride""}"
608,208824,Optical turbulence: weak turbulence condensates and collapsing filaments in the nonlinear Schr_dinger equation,empty,empty,0,empty,57,1,6/15/92,96-160,"{""V.E. Zakharov""""S. Dyachenko""""A.C. Newell""""A. Pushkarev""}"
609,759501,[Progress in joint international research of demographic and geographic distribution of insignificant middle and high-grade tuberculin skin sensitivity].,ger,Zeitschrift fr Erkrankungen der Atmungsorgane mit Folia bronchologica,Z Erkr Atmungsorgane Folia Bronchol,0044-2631,133,1,12/1/70,99-106,"{""M A Bleiker""}"
610,506162,Efficacy of Class 1 elastic compression stockings in the early stages of chronic venous disease. A comparative study.,0,empty,Atheroscler Suppl,empty,22,4,1/3/12,383-92,"{""F Vin""""F A Allaert""""J P Benigni""""S Sadoun""}"
611,372697,The future of JAK inhibition in myelofibrosis and beyond,empty,Blood Reviews,Blood Rev.,0268-960X,28,5,1/14/09,189-196,"{""R.A. Mesa""""N.C.P. Cross""""J.O. Mascarenhas""}"
612,609245,Reinventing the wheel? Or the emperor's new clothes.,eng,J Altern Complement Med,Journal of alternative and complementary medicine (New York N.Y.),1075-5535,9,5,1/3/10,613-5,"{""George Vithoulkas""""Menachem Oberbaum""""Shepherd Singer""""Robbert van Haselen""}"
613,584706,A study of out-of-hospital cardiac arrests in northeastern Minnesota,0,Jama,Jama,0098-7484,256,4,1/1/86,477-83,"{""G. S. McDonald""""J. W. Bachman""""P. C. O'Brien""}"
614,822897,"The Chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety",pol,empty,Biol.Blood Marrow Transplant.,0,107,4,1/13/01,348-357,"{""K. F. Lam""""S. M. Ng""""B. H. P. Lau""""H. H. M. Lo""""C. L. W. Chan""}"
615,145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,0,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,1522-726X,77,5,1/11/04,617-22,"{""Gilles Montalescot""""Gordon FitzGerald""""Kurt G Barringhaus""""[Collective Name] GRACE Investigators""""Frans Van de Werf""""Joel M Gore""""David D McManus""""Jos L_pez-Send_n""""Philippe Gabriel Steg""""Kay Lee Park""}"
616,24026,Modelling the effects of subjective and objective decision making in scientific peer review.,eng,Nature,Nature,1476-4687,506,7486,6/14/02,Jun-93,"{""Marcus R Munaf_""""Mike W Peacey""""In-Uck Park""}"
617,44484,Exercise-induced flow limitation dynamic hyperinflation and exercise capacity in patients with bronchial asthma.,0,0,Eur. Respir. J.,0903-1936,24,3,1/4/09,378-84,"{""A Polychronaki""""Ch Roussos""""A Koutsoukou""""I Dimitroulis""""J Milic-Emili""""N G Koulouris""""S Retsou""""E N Kosmas""""M Gaga""}"
618,379988,The combined role of serotonin and interleukin-6 as biomarker for autism,0,empty,empty,0,1,4,1/22/15,290-296,"{""Y.-J. Du""""X.-M. Zhu""""B. Sang""""C.-J. Yang""""C.-L. Liu""}"
619,333862,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir,0,0,Occup Environ Med,0737-1209,25,4,1/8/01,327-35,"{""Muhammad Rafique""""M. Ikram Shahzad""""Shahida Jabeen""}"
620,779555,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands,empty,empty,Respirology,empty,17,2,0,223-230,"{""S. T. Visser""""M. J. Postma""""P. Denig""""F. M. De Vries""""E. Hak""}"
621,323860,Women's sexuality in the South African constitutional court,English,empty,0,empty,14,3,1/6/01,391-406,"{""E. Bonthuys""}"
622,646572,[Medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].,ger,empty,0,empty,135,31,1/10/08,1531-7,"{""R Schwarz""""J Ernst""""M Zenger""""E Br_hler""""R Schmidt""}"
623,128182,A randomized double-blind placebo controlled triphosphate in study of oral adenosine subacute low back pain,empty,empty,empty,0,26,0,0,1114-7 ST  - A randomized double-blind placebo controlled triphosphate in study of oral adenosine subacute low back pain-,"{""M. Rossignol""""F. A. Allaert""""B. Bannwarth""""J. P. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Jun DP  - NLM ET  - 2005/06/09 Valat""""S. Rozenberg""""B. Avouac""}"
624,252998,Efficacy and safety of NMDA receptor antagonists augmentation therapy for schizophrenia: An updated meta-analysis of randomized placebo-controlled trials,pol,empty,Biol.Blood Marrow Transplant.,empty,47,12,0,2018-2020,"{""Yuki Matsuda""""Taro Kishi""""Nakao Iwata""}"
625,231933,Taste olfactory and food texture reward processing in the brain and obesity,empty,empty,Klin.Psikofarmakol.Bul.,empty,35,4,0,550-561,"{""E. T. Rolls""}"
626,683304,Prefrontal hypoactivation and recovery in insomnia.,eng,Sleep,Sleep,0161-8105,31,9,1/8/09,1271-6,"{""Joost P A Kuijer""""Thom A Voorn""""Ernesto J Sanz-Arigita""""Ellemarije Altena""""Eus J W Van Someren""""Serge A R B Rombouts""""Ysbrand D Van Der Werf""}"
627,854628,Determinants of drug response in a cisplatin-resistant human lung cancer cell line.,eng,empty,0,empty,81,5,5/1/90,527-35,"{""N Saijo""""M Yamakido""""K D Tew""""Y Fujiwara""""K Kasahara""""M Bungo""""Y Sugimoto""}"
628,117678,Association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis a pre-cancerous condition of oral cancer.,eng,Journal of dental research,Gut,0022-0345,80,12,1/1/12,Sep-55,"{""L J Hahn""""C J Chiu""""M L Chang""""L L Hsieh""""Y S Kuo""""H M Chen""""C P Chiang""""C J Chen""}"
629,795170,Improving end-of-life care for patients with chronic obstructive pulmonary disease.,eng,Therapeutic advances in respiratory disease,Ther Adv Respir Dis,1753-4666,7,6,1/13/12,320-6,"{""Helen M Sorenson""}"
630,783722,Diabetes and other comorbidities in breast cancer survival by race/ethnicity: The California breast cancer survivorship consortium (CBCSC),English,empty,Transplantation,empty,24,2,0,361-368,"{""B. J. Caan""""E. M. John""""T. H. M. Keegan""""A. H. Wu""""L. Bernstein""""S. Shariff-Marco""""R. Sposto""""C. C. Tseng""""J. Sullivan-Halley""""Y. Lu""""C. Vigen""""M. L. Kwan""""S. L. Gomez""""A. W. Kurian""""I. Cheng""""V. S. Lee""}"
631,376103,Effect of e-health on medical expenditures of outpatients with lifestyle-related diseases,empty,empty,empty,empty,19,7,0,591-5,"{""Y. Akematsu""""M. Tsuji""""K. Minetaki""}"
632,505530,Fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (Structured abstract),0,empty,Adm Policy Ment Health,0,91,5,1/1/00,359-362,"{""E. L. Krivchenia""""M. I. Evans""""M. A. Ayoub""""V. L. Miller""""S. B. Ransom""}"
633,868618,Phase III randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the SWITCH-2 Study (NCT01613846),0,0,Biol.Blood Marrow Transplant.,empty,36,0,0,75,"{""J. Gschwend""""S. Schirrmacher-Memmel""""A. Beeker""""M. O. Grimm""""B. Brehmer""""M. Zaiss""""U. Von Verschuer""""S. Pahernik""""M. Bos""""M. De Santis""""M. Retz""""S. Krause""}"
634,503451,Epidemiology of sporting injuries among elite soccer players: A longitudinal study,empty,Rheumatology (United Kingdom),Rheumatology,1462-0324,51,0,1/12/01,iii25-iii25,"{""M Gimpel""""S Gadola""""P Cooper""""K Jameson""""G Deakin""""M Godtschailk""""M Stokes""""C Cooper""}"
635,113363,Mental health symptoms in a population based survey of minority farm operators,empty,empty,empty,empty,0,0,empty,62928,"{""A. L. Steege""""T. Alterman""""M. R. Petersen""""J. Li""}"
636,944558,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,0,Neurol Res,American journal of critical care : an official publication American Association of Critical-Care Nurses,0161-6412 (Print) 0161-6412,25,2,1/3/01,153-6,"{""H. Oshima""""K. Kobayashi""""T. Yamamoto""""M. Kasai""""C. Fukaya""""Y. Katayama""}"
637,875250,Antimicrobial resistance of H. pylori isolates in alaska native persons from 2000-2008: Results from the alaska sentinel surveillance project,0,Helicobacter,J Environ Monit,1523-5378,14,4,1/9/01,328,"{""M. G. Bruce""""J. Morris""""B. McMahon""""A. Tveit""""D. Hurlburt""""D. Bruden""}"
638,786108,Results of the phase II NCRI CLL206 trial of alemtuzumab in combination with high-dose methylprednisolone for high-risk (17P-) CLL,eng,empty,J Environ Monit,empty,94,0,0,138-139,"{""C. Dearden""""J. Dodd""""E. Matutes""""D. Catovsky""""J. Blundell""""A. Rawstrom""""D. Allsup""""D. Oscier""""T. Hamblin""""S. Dodd""""E. Heartin""""R. Jones""""J. Radford""""S. Proctor""""S. Agrawal""""P. Hillmen""""G. Follows""""R. Pettitt""""A. Bloor""""S. Devereux""""S. Carruthers""}"
639,233544,Timely access to specialist medical oncology services closer to home for rural patients: experience from the Townsville Teleoncology Model.,eng,The Australian journal of rural health,Aust J Rural Health,1440-1584,22,4,1/14/08,156-9,"{""Sabe Sabesan""""Peter Aiken""""Lynden J Roberts""""Sarah Larkins""""Abhishek Joshi""}"
640,163093,Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers,eng,empty,empty,0,70,0,0,120-6 ST  - Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers-,"{""Robert L. Kriel""""Jennifer R. Riss""""Vijay D. Ivaturi""""James C. C2  - 19231138 DB  - MEDLINE DO  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 Cloyd""""Ronald A. Siegel""}"
641,31763,Protein kinase CK-1 inhibitors as new potential drugs for amyotrophic lateral sclerosis.,eng,Journal of medicinal chemistry,J. Med. Chem.,1520-4804,57,6,3/27/14,2755-72,"{""Irene G Salado""""Ana Martinez""""Daniel I Perez""""Brian C Kraemer""""Murilo L Bello""""Concepci_n Perez""""Nicole F Liachko""""Magalie Lecourtois""""Miriam Redondo""""Carmen Gil""""Laetitia Miguel""}"
642,949775,The Prevalence and Age-Related Characteristics of Pain in a Sample of Women Veterans Receiving Primary Care,English     Italian,empty,College Teaching,empty,15,7,1/6/01,862-869,"{""Alicia Heapy""""Sally G. Haskell""""M. Carrington Reid""""Robert D. Kerns""""Rebecca K. Papas""}"
643,847600,Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.,ENG,Public health nursing (Boston Mass.),Public Health Nurs,1525-1446,0,-1,4/15/11,0,"{""Ashley McDonald""""Shannon N Zenk""""Colleen Corte""""Kelly K Jones""}"
644,638338,"Letter by Raposeiras-Roubin et al regarding article ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".",eng,0,J Psychiatr Res,22-Sep,124,18,1/11/11,e483; author's reply e484,"{""Sergio Raposeiras-Roub_n""""Jos Maria Garc_a-Acua""""Jos Ram_n Gonzlez-Juanatey""}"
645,14077,Preferential expression of T-cell receptor V beta-chains in atopic eczema.,eng,Acta dermato-venereologica,Acta Derm. Venereol.,Jan-55,76,3,5/1/96,214-8,"{""C L_liger""""K Neuber""""J Ring""""I K_hler""}"
