ProviderNumber,HospitalName,HospitalOwner,City,PhoneNumber,State,Address1,Address2,Address3,ZipCode,CountyName,EmergencyService,Condition,MeasureName,HospitalType,MeasureCode,Stateavg,Score,Sample
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,94%,18 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,94%,32 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,85%,80 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,94%,67 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,87%,39 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,95%,74 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,64%,59 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,90%,62 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,100%,12 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,94%,52 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,96%,52 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,85%,48 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,empty,0 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,94 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,88%,50 patients
10021,dale medical center,government - hospital district or authority,ozark,3347742601,al,126 hospital ave,empty,empty,36360,dale,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,68%,50 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,100%,1 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,83%,35 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,94%,48 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,90%,10 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,100%,15 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,93%,44 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,97%,33 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,100%,20 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,89%,56 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,93%,44 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,81%,31 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,empty,empty
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,0%,2 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,100%,2 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,0%,1 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,empty,0 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,6 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,100%,5 patients
10022,cherokee medical center,voluntary non-profit - private,centre,2569275531,al,400 northwood dr,empty,empty,35960,cherokee,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,100%,5 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,100%,134 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,100%,282 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,100%,53 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,100%,119 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,100%,254 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,empty,0 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,96%,27 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,100%,257 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,100%,292 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,100%,98 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,100%,77 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,94%,99 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,96%,103 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,94%,80 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,95%,101 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,90%,71 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,92%,87 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,97%,89 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,97%,412 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,97%,423 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,94%,392 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,95%,125 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,575 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,98%,179 patients
10023,baptist medical center south,voluntary non-profit - church,montgomery,3342882100,al,2105 east south boulevard,empty,empty,36116,montgomery,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,94%,179 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,95%,111 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,92%,165 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,79%,24 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,97%,65 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,95%,173 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,empty,0 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,40%,15 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,45%,430 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,90%,518 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,85%,146 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,99%,93 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,85%,243 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,95%,230 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,91%,74 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,88%,233 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,82%,97 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,82%,184 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,67%,180 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,78%,844 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,98%,827 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,83%,817 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,72%,270 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,97%,1062 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,92%,263 patients
10024,jackson hospital & clinic inc,voluntary non-profit - private,montgomery,3342938000,al,1725 pine street,empty,empty,36106,montgomery,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,87%,259 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,92%,24 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,90%,10 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,100%,1 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,50%,4 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,92%,13 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,0%,2 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,empty,0 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,54%,137 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,99%,164 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,96%,75 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,97%,38 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,80%,55 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,95%,43 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,91%,34 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,82%,50 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,85%,52 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,75%,60 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,32%,19 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,100%,117 patients
10025,g h lanier memorial hospital,voluntary non-profit - other,valley,3347561400,al,4800 48th st,empty,empty,36854,chambers,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,93%,118 patients
