id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
1274,439,Kona Brewing Company,Longboard Island Lager,American Amber / Red Lager,24.0 oz.,0.05%,18.0,Kona,HI
1220,439,Kona Brewing Company,Longboard Island Lager,American Amber / Red Lager,16.0 oz,0.05%,18.0,Kona,HI
1070,439,Kona Brewing Company,Longboard Island Lager,American Amber / Red Lager,12.0 oz.,0.046,18.0,Kona,HI
590,439,Kona Brewing Company,Longboard Island Lager,American Amber / Red Lager,12.0 oz,0.046,18.0,Kona,HI
781,505,Krebs Brewing Company (Pete's Pl...,Choc Beer (2003),American Dark Wheat Ale,12.0 oz.,0.04%,9.0,Krebs,OK
1637,354,Kulshan Brewery,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0 oz.,0.08,empty,Bellingham,WA
1741,0,La Cumbre Brewing Company,A Slice of Hefen,Hefeweizen,16.0 oz.,0.054,15.0,Albuquerque NM,empty
664,0,La Cumbre Brewing Company,Elevated IPA,American IPA,16.0 ounce,0.07%,100.0,Albuquerque,NM
392,545,Lancaster Brewing Company,Rumspringa Golden Bock,Maibock / Helles Bock,12.0 oz.,0.07%,30.0,Lancaster,PA
195,545,Lancaster Brewing Company,Lancaster German Style Kölsch,Kölsch,12.0 oz.,0.048,28.0,Lancaster,PA
2547,59,Latitude 42 Brewing Company,Beach Cruiser,Hefeweizen,12.0 ounce,0.045,empty,Portage,MI
2493,59,Latitude 42 Brewing Company,I.P. Eh!,American IPA,12.0 ounce,0.07%,empty,Portage,MI
2492,59,Latitude 42 Brewing Company,Schoolhouse Honey,American Amber / Red Ale,12.0 oz,0.05%,empty,Portage,MI
2491,59,Latitude 42 Brewing Company,10 Degrees of Separation,English Brown Ale,12.0 ounce,0.055,empty,Portage,MI
2108,218,Laughing Dog Brewing Company,Laughing Dog Cream Ale,Cream Ale,12.0 oz,0.05,12.0,Ponderay,ID
1397,218,Laughing Dog Brewing Company,Two-One Niner,American Pilsner,12.0 ounce,0.048,9.0,Ponderay,ID
1396,218,Laughing Dog Brewing Company,Laughing Dog IPA,American IPA,12.0 oz,0.064,66.0,Ponderay,ID
1675,345,Lavery Brewing Company,Madra Allta,American IPA,12.0 oz. Alumi-Tek,0.064,95.0,Erie,PA
1249,345,Lavery Brewing Company,Duluchan India Pale Ale,American IPA,12.0 oz.,0.056,70.0,Erie,PA
1445,406,Lazy Monk Brewing,Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0 oz,0.05,empty,Eau Claire,WI
475,537,Lewis and Clark Brewing Company,Yellowstone Golden Ale,Kölsch,12.0 oz.,0.051,empty,Helena,MT
474,537,Lewis and Clark Brewing Company,Tumbleweed IPA,American IPA,12.0 oz.,0.057,empty,Helena,MT
473,0,Lewis and Clark Brewing Company,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0 oz,0.05%,empty,Helena,MT
472,537,Lewis and Clark Brewing Company,Miner's Gold Hefeweizen,Hefeweizen,12.0 oz.,0.05,empty,Helena,MT
471,537,Lewis and Clark Brewing Company,Back Country Scottish Ale,Scottish Ale,12.0 OZ.,0.057,empty,Helena,MT
2036,244,Lift Bridge Brewing Company,Getaway,German Pilsener,16.0 ounce,0.052,30.0,Stillwater,MN
1168,244,Lift Bridge Brewing Company,Farm Girl Saison,Saison / Farmhouse Ale,16.0 oz.,0.06,30.0,Stillwater,MN
1832,0,Liquid Hero Brewery,Adam's Stout,American Stout,12.0 oz,0.058,40.0,York,PA
1688,0,Liquid Hero Brewery,American Hero,American Amber / Red Ale,12.0 oz,0.057,42.0,York,PA
1687,0,Liquid Hero Brewery,Schweet Ale,Fruit / Vegetable Beer,12.0 oz.,0.052,20.0,York,PA
1686,0,Liquid Hero Brewery,Irregardless IPA,American IPA,12.0 oz.,0.065,75.0,York PA,empty
2434,104,Lone Tree Brewing Company,Peach Pale Ale,American Pale Ale (APA),12.0 oz.,0.057,40.0,Lone Tree,CO
2332,149,Lonerider Brewing Company,Deadeye Jack,American Porter,12.0 oz,0.06%,empty,Raleigh,NC
2330,149,Lonerider Brewing Company,Pistols at Dawn,American Stout,16.0 oz,0.08%,empty,Raleigh,NC
2329,149,Lonerider Brewing Company,Peacemaker Pale Ale,American Pale Ale (APA),12.0 oz.,0.057,47.0,Raleigh,NC
2327,149,Lonerider Brewing Company,Shotgun Betty,Hefeweizen,12.0 ounce,0.058,11.0,Raleigh,NC
2326,149,Lonerider Brewing Company,Sweet Josie,American Brown Ale,12.0 ounce,0.061,30.0,Raleigh,NC
1926,268,Long Trail Brewing Company,Long Trail IPA,English India Pale Ale (IPA),12.0 oz,0.059,42.0,Bridgewater Corners,VT
1924,268,Long Trail Brewing Company,Long Trail Ale,American Amber / Red Ale,12.0 oz.,0.046,30.0,Bridgewater Corners,VT
1090,268,Long Trail Brewing Company,Double Bag,Altbier,16.0 ounce,0.072,33.0,Bridgewater Corners,VT
574,268,Long Trail Brewing Company,Blackbeary Wheat,Fruit / Vegetable Beer,12.0 OZ.,0.04,8.0,Bridgewater Corners,VT
573,268,Long Trail Brewing Company,Long Trail Ale (1),Altbier,12.0 ounce,0.046,30.0,Bridgewater Corners,VT
2584,41,Lost Nation Brewing,Gose,Gose,16.0 oz,0.05%,8.0,East Fairfield,VT
2583,41,Lost Nation Brewing,Vermont Pilsner,German Pilsener,16.0 oz,0.048,20.0,East Fairfield,VT
2582,41,Lost Nation Brewing,Mosaic Single Hop IPA,American IPA,16.0 OZ.,0.055,empty,East Fairfield,VT
2581,41,Lost Nation Brewing,Lost Galaxy,American IPA,16.0 oz.,0.05%,empty,East Fairfield,VT
1309,430,Lost Rhino Brewing Company,Face Plant IPA,American IPA,12.0 oz,0.062,65.0,Ashburn,VA
1308,430,Lost Rhino Brewing Company,Rhino Chasers Pilsner,Czech Pilsener,12.0 oz.,0.056,55.0,Ashburn,VA
1571,456,0,Slow Hand Stout,American Stout,16.0 oz.,0.052,29.0,Menominee,WI
1204,456,Lucette Brewing Company,Hips Don't Lie,Hefeweizen,16.0 ounce,0.062,empty,Menominie,WI
1122,456,Lucette Brewing Company,Ride Again Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,empty,Menominie,WI
700,456,Lucette Brewing Company,The Farmer's Daughter,American Blonde Ale,16.0 ounce,0.05%,empty,Menominie,WI
2033,245,Lucky Town Brewing Company,Pub Ale,English Dark Mild Ale,12.0 oz. Silo Can,0.04%,18.0,Jackson,MS
2032,245,Lucky Town Brewing Company,Ballistic Blonde,Belgian Pale Ale,12.0 oz.,0.051,31.0,Jackson,MS
2311,158,Lumberyard Brewing Company,Knotty Pine,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.05%,empty,Flagstaff,AZ
1153,158,Lumberyard Brewing Company,Lumberyard Pilsner,American Pilsner,12.0 oz.,0.053,20.0,Flagstaff,AZ
355,158,Lumberyard Brewing Company,Lumberyard IPA,American IPA,12.0 ounce,0.061,empty,Flagstaff,AZ
125,158,Lumberyard Brewing Company,Lumberyard Red Ale,American Amber / Red Ale,12.0 oz. Silo Can,0.06%,empty,Flagstaff,AZ
962,0,MacTarnahans Brewing Company,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12.0 oz,0.05,empty,Portland OR,empty
961,0,MacTarnahans Brewing Company,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0 oz,0.051,32.0,Portland,OR
1475,400,Macon Beer Company,Macon Progress Ale,American Pale Ale (APA),12.0 ounce,0.05,empty,Macon,GA
1008,400,Macon Beer Company,Macon History Ale,American Brown Ale,12.0 oz,0.055,empty,Macon,GA
2454,91,Madtree Brewing Company,Galaxy High,American Double / Imperial IPA,12.0 oz.,0.099,empty,Cincinnati,OH
2209,91,Madtree Brewing Company,Sol Drifter,American Blonde Ale,12.0 oz,0.043,18.0,Cincinnati,OH
2133,91,Madtree Brewing Company,Thunder Snow,Winter Warmer,12.0 ounce,0.085,empty,Cincinnati,OH
1994,0,Madtree Brewing Company,The Great Pumpcan,Fruit / Vegetable Beer,16.0 OZ.,0.079,18.0,Cincinnati,OH
1816,91,Madtree Brewing Company,LIFT,Kölsch,12.0 oz.,0.047,11.0,Cincinnati,OH
1815,91,Madtree Brewing Company,SPRYE,American Pale Ale (APA),12.0 oz.,0.05%,40.0,Cincinnati,OH
1126,91,Madtree Brewing Company,Psychopathy,American IPA,12.0 ounce,0.069,70.0,Cincinnati,OH
1125,91,Madtree Brewing Company,Gnarly Brown,American Brown Ale,12.0 ounce,0.07,32.0,Cincinnati,OH
1124,91,Madtree Brewing Company,Happy Amber,American Amber / Red Ale,12.0 oz.,0.06,30.0,Cincinnati,OH
1813,303,Magic Hat Brewing Company,#9,Fruit / Vegetable Beer,16.0 OZ.,0.051,20.0,South Burlington,VT
1113,303,Magic Hat Brewing Company,Elder Betty,Hefeweizen,12.0 oz.,0.055,13.0,South Burlington,VT
360,303,Magic Hat Brewing Company,#9,Fruit / Vegetable Beer,12.0 ounce,0.05%,20.0,South Burlington,VT
511,534,Mammoth Brewing Company,High Country Pilsner (Current),German Pilsener,12.0 oz.,0.042,empty,Mammoth Lakes,CA
75,534,Mammoth Brewing Company,Epic IPA,American IPA,12.0 oz.,0.07%,empty,Mammoth Lakes,CA
74,534,Mammoth Brewing Company,Golden Trout Pilsner,German Pilsener,12.0 ounce,0.042,empty,Mammoth Lakes,CA
73,534,Mammoth Brewing Company,Real McCoy Amber Ale (Current),American Amber / Red Ale,12.0 ounce,0.045,empty,Mammoth Lakes,CA
1628,356,Manayunk Brewing Company,Festivus (1),Winter Warmer,12.0 oz.,0.07%,empty,Philadelphia,PA
1626,356,Manayunk Brewing Company,Manayunk Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.067,empty,Philadelphia,PA
1625,356,Manayunk Brewing Company,Belgian Style Session Ale,Belgian Pale Ale,12.0 oz.,0.045,21.0,Philadelphia,PA
1624,356,Manayunk Brewing Company,Manayunk IPA,American IPA,12.0 ounce,0.055,empty,Philadelphia,PA
1600,356,Manayunk Brewing Company,Yunkin' Punkin',Pumpkin Ale,12.0 ounce,0.055,empty,Philadelphia,PA
1484,356,Manayunk Brewing Company,Summer Paradise,American Pale Wheat Ale,12.0 oz,0.05%,18.0,Philadelphia,PA
1356,356,Manayunk Brewing Company,Monk from the 'Yunk,Tripel,12.0 oz,0.09,30.0,Philadelphia,PA
1355,356,Manayunk Brewing Company,Schuylkill Punch,Fruit / Vegetable Beer,12.0 oz,0.06,14.0,Philadelphia,PA
1334,356,Manayunk Brewing Company,Dreamin' Double IPA,American Double / Imperial IPA,12.0 ounce,0.085,85.0,Philadelphia,PA
1674,346,Manzanita Brewing Company,Chaotic Double IPA,American Double / Imperial IPA,12.0 ounce,0.099,93.0,Santee,CA
1673,346,Manzanita Brewing Company,Manzanita IPA,American IPA,12.0 ounce,0.08,88.0,Santee,CA
1672,346,Manzanita Brewing Company,Riverwalk Blonde Ale,American Blonde Ale,12.0 ounce,0.06%,25.0,Santee,CA
1671,346,Manzanita Brewing Company,Gillespie Brown Ale,American Brown Ale,12.0 oz,0.095,49.0,Santee,CA
1670,346,Manzanita Brewing Company,Manzanita Pale Ale,American Pale Ale (APA),12.0 OZ.,0.066,44.0,Santee,CA
1262,443,Marble Brewery,Marble Pilsner,German Pilsener,12.0 oz,0.05%,empty,Albuquerque,NM
845,443,Marble Brewery,Marble India Pale Ale,American IPA,12.0 oz.,0.062,empty,Albuquerque,NM
1783,317,Marshall Wharf Brewing Company,Toughcats IPA,American IPA,16.0 oz,0.07%,empty,Belfast,ME
1717,317,Marshall Wharf Brewing Company,Tug Pale Ale,American Pale Ale (APA),16.0 ounce,0.05,empty,Belfast,ME
1716,317,Marshall Wharf Brewing Company,Sexy Chaos,Russian Imperial Stout,16.0 oz,0.099,empty,Belfast,ME
1516,317,Marshall Wharf Brewing Company,Ace Hole American Pale Ale,American Pale Ale (APA),16.0 oz.,0.063,empty,Belfast,ME
725,317,Marshall Wharf Brewing Company,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,16.0 oz.,0.10%,empty,Belfast,ME
2308,161,Martin House Brewing Company,River House,Saison / Farmhouse Ale,16.0 oz,0.05,20.0,Fort Worth,TX
2268,161,Martin House Brewing Company,Pretzel Stout,American Stout,16.0 OZ.,0.065,47.0,Fort Worth,TX
2197,161,Martin House Brewing Company,Rubberneck Red,American Amber / Red Ale,16.0 oz.,0.05,35.0,Fort Worth,TX
2120,161,Martin House Brewing Company,The Imperial Texan,American Double / Imperial IPA,16.0 OZ.,0.08%,empty,Fort Worth,TX
1234,0,Martin House Brewing Company,The Imperial Texan,American Double / Imperial IPA,12.0 oz,0.08,empty,Fort Worth,TX
1233,161,Martin House Brewing Company,Day Break 4-Grain Breakfast Beer,Rye Beer,16.0 oz.,0.05,empty,Fort Worth,TX
1232,161,Martin House Brewing Company,River House Saison,Saison / Farmhouse Ale,12.0 ounce,0.05,empty,Fort Worth,TX
1231,0,Martin House Brewing Company,There Will Be Stout,American Stout,12.0 oz.,0.07%,empty,Fort Worth,TX
1831,0,Matt Brewing Company,Our Legacy IPA,American IPA,12.0 oz.,0.07%,60.0,Utica,NY
1359,299,Matt Brewing Company,Saranac Shandy,Shandy,12.0 ounce,0.042,empty,Utica,NY
1135,299,Matt Brewing Company,Our Legacy IPA,American IPA,16.0 ounce,0.065,60.0,Utica,NY
960,299,Matt Brewing Company,Saranac Golden Pilsener (2003),German Pilsener,12.0 OZ.,0.051,empty,Utica,NY
959,299,Matt Brewing Company,Saranac Adirondack Light (2002),Light Lager,12.0 oz,0.045,empty,Utica,NY
958,299,Matt Brewing Company,DAX Light (1998),Light Lager,12.0 oz.,0.05%,empty,Utica,NY
957,0,Matt Brewing Company,Saranac Traditional Lager (2000),American Pale Lager,12.0 ounce,0.048,empty,Utica,NY
956,299,Matt Brewing Company,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12.0 oz,0.05%,empty,Utica,NY
773,299,Matt Brewing Company,Blueberry Blonde Ale,American Blonde Ale,12.0 oz,0.05,12.0,Utica,NY
686,299,Matt Brewing Company,Saranac White IPA,American IPA,12.0 oz. Alumi-Tek,0.06%,empty,Utica,NY
453,299,Matt Brewing Company,Saranac Summer Ale (2011),American Pale Wheat Ale,12.0 oz,0.047,empty,Utica,NY
150,299,Matt Brewing Company,Saranac Pale Ale (12 oz.),English Pale Ale,12.0 oz.,0.055,empty,Utica,NY
133,299,Matt Brewing Company,Saranac Pale Ale (16 oz.),English Pale Ale,16.0 oz,0.055,empty,Utica,NY
1578,375,Maui Brewing Company,Lahaina Town Brown,American Brown Ale,12.0 oz,0.051,20.0,Lahaina,HI
1429,375,Maui Brewing Company,Pau Hana Pilsner,Czech Pilsener,12.0 oz. Alumi-Tek,0.06%,empty,Lahaina,HI
1271,375,Maui Brewing Company,Lemongrass Saison,Saison / Farmhouse Ale,12.0 oz. Alumi-Tek,0.05%,empty,Lahaina,HI
713,375,Maui Brewing Company,Aloha B’ak’tun,Belgian Strong Dark Ale,12.0 oz.,0.07,empty,Lahaina,HI
712,375,Maui Brewing Company,Liquid Breadfruit,Fruit / Vegetable Beer,12.0 oz,0.082,empty,Lahaina,HI
690,375,Maui Brewing Company,Sobrehumano Palena'ole,American Amber / Red Ale,12.0 oz.,0.06%,24.0,Lahaina,HI
547,375,Maui Brewing Company,La Perouse White,Witbier,12.0 oz,0.05%,12.0,Lahaina,HI
435,375,Maui Brewing Company,Flyin' HI.P.Hay,American IPA,12.0 OZ.,0.068,68.0,Lahaina,HI
313,375,Maui Brewing Company,Mana Wheat,American Pale Wheat Ale,12.0 ounce,0.055,15.0,Lahaina,HI
33,375,Maui Brewing Company,Bikini Blonde Lager,Munich Helles Lager,12.0 oz,0.045,18.0,Lahaina,HI
32,375,Maui Brewing Company,CoCoNut Porter,American Porter,12.0 oz.,0.057,30.0,Lahaina,HI
31,375,Maui Brewing Company,Big Swell IPA,American IPA,12.0 oz,0.062,65.0,Lahaina,HI
1237,448,Mavericks Beer Company,Pit Stop Chocolate Porter,American Porter,12.0 ounce,0.037,34.0,Half Moon Bay,CA
1236,448,Mavericks Beer Company,Pace Setter Belgian Style Wit,Witbier,12.0 oz.,0.037,21.0,Half Moon Bay,CA
1047,448,Mavericks Beer Company,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.037,53.0,Half Moon Bay,CA
1986,254,Meckley's Cidery,Bushwhacker Cider,Cider,16.0 OZ.,0.07%,empty,Somerset Center,MI
1985,254,Meckley's Cidery,Weim-R-Iner,Cider,16.0 oz.,0.069,empty,Somerset Center,MI
1984,254,Meckley's Cidery,Cherry Bomb,Cider,16.0 ounce,0.069,empty,Somerset Center,MI
2186,203,Mehana Brewing Co.,Tsunami IPA,American IPA,19.2 oz,0.072,75.0,Hilo,HI
2185,203,Mehana Brewing Co.,Tsunami IPA,American IPA,12.0 OZ.,0.072,75.0,Hilo,HI
2184,203,Mehana Brewing Co.,Humpback Blonde Ale,American Blonde Ale,12.0 oz.,0.04%,22.0,Hilo,HI
2178,203,Mehana Brewing Co.,Hawaiian Crow Porter,American Porter,12.0 oz.,0.052,27.0,Hilo,HI
2177,203,Mehana Brewing Co.,Volcano Red Ale,American Amber / Red Ale,12.0 oz,0.052,23.0,Hilo,HI
2176,203,Mehana Brewing Co.,Mauna Kea Pale Ale,American Pale Ale (APA),12.0 ounce,0.054,42.0,Hilo,HI
1508,393,Miami Brewing Company,Shark Bait,Fruit / Vegetable Beer,12.0 oz,0.05%,11.0,Miami,FL
1507,393,Miami Brewing Company,Gator Tail Brown Ale,American Brown Ale,12.0 ounce,0.053,30.0,Miami,FL
1506,393,Miami Brewing Company,Miami Vice IPA,American IPA,12.0 oz.,0.071,62.0,Miami,FL
1325,393,Miami Brewing Company,Big Rod Coconut Ale,American Blonde Ale,12.0 oz,0.053,16.0,Miami,FL
174,552,Mickey Finn's Brewery,Mickey Finn's Amber Ale,American Amber / Red Ale,12.0 oz.,0.056,empty,Libertyville,IL
2093,223,Midnight Sun Brewing Company,Pleasure Town,American IPA,12.0 oz.,0.063,61.0,Anchorage,AK
1814,223,Midnight Sun Brewing Company,Pleasure Town IPA,American IPA,12.0 oz.,0.063,61.0,Anchorage,AK
587,223,Midnight Sun Brewing Company,Snowshoe White Ale,Witbier,12.0 oz.,0.048,12.0,Anchorage,AK
586,223,Midnight Sun Brewing Company,Kodiak Brown Ale,American Brown Ale,12.0 ounce,0.05%,24.0,Anchorage,AK
434,223,Midnight Sun Brewing Company,Sockeye Red IPA,American IPA,12.0 oz.,0.06%,70.0,Anchorage,AK
2668,3,Mike Hess Brewing Company,Habitus (2014),American Double / Imperial IPA,16.0 oz.,0.08%,100.0,San Diego,CA
2667,3,Mike Hess Brewing Company,Solis,American IPA,16.0 oz.,0.075,85.0,San Diego,CA
2666,3,Mike Hess Brewing Company,Jucundus,Wheat Ale,16.0 ounce,0.06,24.0,San Diego,CA
2664,3,Mike Hess Brewing Company,Habitus,American Double / Imperial IPA,16.0 oz.,0.08,100.0,San Diego,CA
2663,3,Mike Hess Brewing Company,Grazias,Cream Ale,16.0 oz,0.063,30.0,San Diego,CA
2662,3,Mike Hess Brewing Company,Claritas,Kölsch,16.0 OZ.,0.058,28.0,San Diego,CA
2535,65,Mikerphone Brewing,Vinyl Frontier,American Double / Imperial IPA,24.0 ounce,0.083,empty,Chicago,IL
2534,0,Mikerphone Brewing,Disco Superfly,American IPA,24.0 oz,0.08,empty,Chicago,IL
2533,65,Mikerphone Brewing,Misty Mountain Hop,American IPA,24.0 ounce,0.08%,empty,Chicago,IL
2532,65,Mikerphone Brewing,One-Hit Wonderful,Belgian IPA,24.0 oz,0.08%,empty,Chicago,IL
2531,65,Mikerphone Brewing,En Parfaite Harmonie,Saison / Farmhouse Ale,24.0 oz.,0.065,empty,Chicago,IL
2530,65,Mikerphone Brewing,Daft Funk,Berliner Weissbier,24.0 oz. Alumi-Tek,0.043,8.0,Chicago,IL
2529,65,Mikerphone Brewing,Love In An Ellavator,American IPA,24.0 oz,0.075,empty,Chicago,IL
2528,65,Mikerphone Brewing,Spin Doctor,American Pale Ale (APA),24.0 ounce,0.053,empty,Chicago,IL
1612,363,Mikkeller,Keeper (Current),American Pilsner,12.0 ounce,0.05,empty,Pottstown,PA
1611,363,Mikkeller,Better Half,American IPA,12.0 oz. Alumi-Tek,0.068,empty,Pottstown,PA
1273,440,MillKing It Productions,SNO White Ale,Witbier,16.0 oz.,0.048,empty,Royal Oak,MI
365,440,MillKing It Productions,BRIK Irish Red Ale,Irish Red Ale,16.0 oz.,0.048,empty,Royal Oak,MI
273,440,MillKing It Productions,AXL Pale Ale,American Pale Ale (APA),16.0 OZ.,empty,empty,Royal Oak,MI
1884,284,Milwaukee Brewing Company,Hop Freak,American Double / Imperial IPA,16.0 ounce,0.087,80.0,Milwaukee,WI
1272,284,Milwaukee Brewing Company,Louie's Demise Amber Ale,American Amber / Red Ale,16.0 oz.,0.051,24.0,Milwaukee,WI
1080,284,Milwaukee Brewing Company,Hop Happy,American IPA,16.0 oz.,0.08%,51.0,Milwaukee,WI
932,284,Milwaukee Brewing Company,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16.0 oz,0.07%,20.0,Milwaukee,WI
776,284,Milwaukee Brewing Company,O-Gii,Witbier,16.0 ounce,0.092,empty,Milwaukee,WI
172,284,Milwaukee Brewing Company,Flaming Damsel Lager (2010),Vienna Lager,16.0 oz.,0.05%,18.0,Milwaukee,WI
171,284,Milwaukee Brewing Company,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16.0 oz,0.051,24.0,Milwaukee,WI
2361,134,Minhas Craft Brewery,Axe Head Malt Liquor,American Malt Liquor,24.0 oz.,0.099,empty,Monroe,WI
2359,134,Minhas Craft Brewery,Huber Bock (2014),Bock,16.0 ounce,0.05%,empty,Monroe,WI
2358,134,Minhas Craft Brewery,Minhas Light (2012),Light Lager,12.0 oz.,0.04,empty,Monroe,WI
2282,134,Minhas Craft Brewery,Huber,American Pale Lager,12.0 ounce,0.05%,empty,Monroe,WI
2281,134,Minhas Craft Brewery,Clear Creek Ice,American Pale Lager,16.0 oz.,0.062,empty,Monroe,WI
2280,134,Minhas Craft Brewery,Clear Creek Ice,American Pale Lager,12.0 oz.,0.062,empty,Monroe,WI
2279,0,Minhas Craft Brewery,Mountain Crest,American Pale Lager,16.0 oz.,0.055,empty,Monroe,WI
2278,134,Minhas Craft Brewery,Mountain Crest,American Pale Lager,12.0 oz. Alumi-Tek,0.06%,empty,Monroe,WI
2277,134,Minhas Craft Brewery,Mountain Creek (2013),American Pale Lager,12.0 oz.,0.055,empty,Monroe,WI
2276,134,Minhas Craft Brewery,Boxer,American Adjunct Lager,24.0 oz.,0.05,empty,Monroe,WI
2275,134,Minhas Craft Brewery,Boxer Light,Light Lager,12.0 oz.,0.042,empty,Monroe,WI
2274,134,Minhas Craft Brewery,Boxer Ice,American Adjunct Lager,12.0 OZ.,0.055,empty,Monroe,WI
2273,134,Minhas Craft Brewery,Boxer,American Adjunct Lager,12.0 OZ.,0.05,empty,Monroe,WI
2442,0,Mission Brewery,Cortez Gold,Belgian Pale Ale,32.0 oz. Alumi-Tek,0.05,empty,San Diego,CA
2441,0,Mission Brewery,Mission IPA,American IPA,32.0 OZ.,0.068,66.0,San Diego,CA
1460,0,Mission Brewery,El Conquistador Extra Pale Ale,American Pale Ale (APA),32.0 oz.,0.048,44.0,San Diego,CA
1459,98,Mission Brewery,Shipwrecked Double IPA,American Double / Imperial IPA,32.0 oz.,0.092,75.0,San Diego,CA
1476,399,Moab Brewery,Squeaky Bike Nut Brown Ale,American Brown Ale,16.0 OZ.,0.04,empty,Moab,UT
902,399,Moab Brewery,Dead Horse Amber,American Pale Wheat Ale,16.0 oz.,0.04,empty,Moab,UT
645,399,Moab Brewery,Rocket Bike American Lager,California Common / Steam Beer,16.0 ounce,0.04,empty,Moab,UT
644,399,Moab Brewery,Johnny's American IPA,American IPA,16.0 oz.,0.04,empty,Moab,UT
337,547,Moat Mountain Smoke House & Brew...,Boneshaker Brown Ale,English Brown Ale,24.0 ounce,0.06%,empty,North Conway,NH
336,547,Moat Mountain Smoke House & Brew...,Iron Mike Pale Ale,American Pale Ale (APA),24.0 oz. Alumi-Tek,0.056,empty,North Conway,NH
2236,189,Modern Monks Brewery,Monkadelic,American Pale Ale (APA),12.0 oz.,0.042,empty,Lincoln,NE
2159,209,Modern Times Beer,City of the Sun,American IPA,16.0 oz.,0.075,85.0,San Diego,CA
2157,209,Modern Times Beer,Booming Rollers,American IPA,16.0 oz.,0.068,75.0,San Diego,CA
2156,209,Modern Times Beer,Oneida,American Pale Ale (APA),16.0 ounce,0.052,50.0,San Diego,CA
2154,209,Modern Times Beer,Aurora,American Amber / Red Ale,16.0 ounce,0.067,75.0,San Diego,CA
1495,209,Modern Times Beer,Lomaland,Saison / Farmhouse Ale,16.0 oz.,0.06%,30.0,San Diego,CA
1494,209,Modern Times Beer,Fortunate Islands,American Pale Wheat Ale,16.0 ounce,0.047,46.0,San Diego,CA
1493,209,Modern Times Beer,Black House,American Stout,16.0 oz.,0.058,40.0,San Diego,CA
1492,209,Modern Times Beer,Blazing World,American Amber / Red Ale,16.0 ounce,0.065,115.0,San Diego,CA
327,549,Mogollon Brewing Company,Wapiti Amber Ale,American Amber / Red Ale,12.0 oz,0.05,empty,Flagstaff,AZ
719,514,Monkey Paw Pub & Brewery,Sweet Georgia Brown,American Brown Ale,16.0 OZ.,0.05%,empty,San Diego,CA
718,514,Monkey Paw Pub & Brewery,Rich Man's IIPA,American Double / Imperial IPA,16.0 ounce,0.087,empty,San Diego,CA
717,514,Monkey Paw Pub & Brewery,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),16.0 oz,0.058,empty,San Diego,CA
1907,276,Montauk Brewing Company,Montauk Summer Ale,American Blonde Ale,12.0 oz.,0.06%,28.0,Montauk,NY
1906,276,Montauk Brewing Company,Driftwood Ale,Extra Special / Strong Bitter (ESB),12.0 ounce,0.06,49.0,Montauk,NY
1756,326,Morgan Street Brewery,When Helles Freezes Over,Munich Helles Lager,12.0 ounce,0.056,18.0,Saint Louis,MO
1617,326,Morgan Street Brewery,Morgan Street Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.049,24.0,Saint Louis,MO
1052,326,Morgan Street Brewery,Honey Wheat,American Pale Wheat Ale,12.0 oz,0.047,14.0,Saint Louis,MO
1051,326,Morgan Street Brewery,Black Bear Dark Lager,Schwarzbier,12.0 oz.,0.05%,24.0,Saint Louis,MO
1046,326,Morgan Street Brewery,Golden Pilsner,German Pilsener,12.0 oz,0.05%,35.0,Saint Louis,MO
2413,111,Mother Earth Brew Company,Cali Creamin',Cream Ale,12.0 oz,0.052,21.0,Vista,CA
419,540,Mother Earth Brewing Company,Second Wind Pale Ale,American Pale Ale (APA),12.0 oz,0.05,empty,Kinston,NC
408,540,Mother Earth Brewing Company,Sunny Haze,Hefeweizen,12.0 oz.,0.05%,empty,Kinston,NC
2237,188,Mother's Brewing,Towhead,American Blonde Ale,12.0 oz,0.052,21.0,Springfield,MO
2208,188,Mother's Brewing,Lil' Helper,American IPA,12.0 ounce,0.07,70.0,Springfield,MO
1952,260,Mountain Town Brewing Company,Train Wreck,American Amber / Red Ale,16.0 oz.,0.082,empty,Mount Pleasant,MI
768,507,Mudshark Brewing Company,Full Moon Belgian White Ale,Witbier,12.0 ounce,0.085,empty,Lake Havasu City,AZ
625,507,Mudshark Brewing Company,Desert Magic IPA,American IPA,12.0 oz.,0.072,empty,Lake Havasu City,AZ
326,507,Mudshark Brewing Company,Up River Light,Light Lager,12.0 ounce,0.042,empty,Lake Havasu City,AZ
